name,number,length,sample_rate,mfccs,chroma,mel,contrast,tonnetz
andrew_tate,33,318763,32000,-8.236548,0.32229224,3.015285,20.995659550106303,-0.009440666863869546
andrew_tate,34,308732,32000,-8.690698,0.3370026,2.739948,20.37308043270129,-0.007154411383373937
andrew_tate,35,321735,32000,-8.786002,0.324008,2.3088164,21.023960301825365,0.0009165918500645289
andrew_tate,36,239258,32000,-8.177388,0.32113045,2.8870687,20.866731810522914,-0.0014103349341559894
andrew_tate,37,307989,32000,-8.437127,0.3194143,3.0175226,21.11630835174416,-0.003986916842666488
andrew_tate,38,355543,32000,-7.968988,0.330371,2.511841,20.4901462380853,-0.0069410072960455135
andrew_tate,39,249289,32000,-8.605702,0.300641,3.3417625,21.135150363645216,0.001573955556254469
andrew_tate,4,348113,32000,-8.259434,0.31784916,2.6367505,21.17311102532606,-0.008191370348037927
andrew_tate,40,270094,32000,-8.218786,0.3210072,3.4073403,20.712683975693608,-0.00035052932615021993
andrew_tate,5,255605,32000,-8.587918,0.31251773,3.520084,21.170314686488823,0.0031750007209227233
andrew_tate,6,277896,32000,-8.600124,0.3013832,2.9369092,21.213353750925254,0.0016239287014756599
andrew_tate,7,295357,32000,-8.767547,0.30662757,3.3689463,20.892069224226812,0.003907023832377486
andrew_tate,8,186502,32000,-8.540841,0.3058538,3.1413789,20.88064965478691,0.0004591051217154452
andrew_tate,9,221053,32000,-8.713908,0.33784917,2.148991,20.483638171266495,0.00645331253103326
donald_trump,1,165326,32000,-10.421032,0.34665632,4.008675,21.38982393685354,-0.0013006817982057122
donald_trump,10,296100,32000,-11.1755705,0.3423103,1.7863401,22.051870132888563,-0.008019946616363717
donald_trump,11,71703,32000,-11.631171,0.40939042,2.355637,22.816874714275563,-0.026613813972109445
donald_trump,12,218824,32000,-10.9496,0.3408902,2.0682912,21.029633763225817,-0.012355969727392857
donald_trump,13,371519,32000,-11.563255,0.32641357,2.0020316,21.89467922761826,-0.0011301240199405008
donald_trump,14,114799,32000,-10.408486,0.31739023,5.059311,23.838789164913358,0.0060318844397950315
donald_trump,15,165326,32000,-10.421032,0.34665635,4.0086746,21.390515338126686,-0.001299973154164839
donald_trump,16,78762,32000,-10.227638,0.39682496,2.0692391,20.721700848843778,-0.02044326121609918
donald_trump,17,212880,32000,-10.732576,0.33295548,2.99339,21.529916567135167,-0.012063839901838565
donald_trump,18,262292,32000,-10.505125,0.33999032,3.7655294,22.05463650197443,0.004868533353228591
donald_trump,19,106254,32000,-11.318862,0.36611018,3.3232245,21.637667951348952,-0.016893539225313024
donald_trump,2,96223,32000,-11.922599,0.35942888,1.7543036,22.27488731698296,0.006373987165324196
donald_trump,20,121115,32000,-11.149527,0.3610452,3.6070693,22.107365261233557,0.0013438584976344938
donald_trump,21,120743,32000,-11.24188,0.38130468,2.177758,22.052730152983052,-0.011539624511009977
donald_trump,22,99567,32000,-12.137617,0.39521995,1.4822198,21.001524510334846,-0.01403054902674401
donald_trump,23,103653,32000,-11.232302,0.3682692,1.8887606,20.986082091563137,0.008414947895730157
donald_trump,24,100310,32000,-10.15744,0.37550843,3.2767305,21.65983822562832,-0.010485500939249954
donald_trump,25,83963,32000,-11.153488,0.3453332,2.5916693,22.064911402105295,-0.005932777210657139
donald_trump,26,371519,32000,-11.932061,0.31566274,1.7929426,22.079365981690692,-0.021527666171737826
donald_trump,27,108112,32000,-11.173184,0.36637455,3.1270566,23.463552260461828,0.009715119666473222
donald_trump,28,168669,32000,-11.974729,0.35499215,1.7563798,21.480223196131924,0.0020489778260873643
donald_trump,29,141920,32000,-10.747813,0.3369549,2.619503,21.23566387944433,0.0014960575212116163
donald_trump,3,108483,32000,-11.883845,0.31194595,2.0614028,21.958425188944172,0.0023826561051184295
donald_trump,30,371519,32000,-11.380038,0.33195588,2.129516,21.645172906951924,0.002096243588099282
donald_trump,31,164583,32000,-11.353994,0.33961895,2.676062,22.839339066840402,0.011129206446227866
donald_trump,32,371519,32000,-10.95899,0.32178378,2.4639924,22.22759285111152,0.0012801052146146309
donald_trump,33,137462,32000,-10.698478,0.32595122,3.730255,22.46129412610297,0.007526002723259472
donald_trump,34,371519,32000,-10.977778,0.3191942,2.5276644,22.12306040175551,0.005361943626739095
donald_trump,35,268608,32000,-10.968066,0.3271357,2.3442802,21.816121316682736,0.00532660824563655
donald_trump,36,163840,32000,-8.374801,0.35117716,4.749967,20.889990705942072,0.015740246179859974
donald_trump,37,236286,32000,-10.945525,0.3290904,2.921371,21.991472171368418,0.005585232173725666
donald_trump,38,220682,32000,-10.559902,0.30561745,4.5251675,22.56321474861685,-3.6309965635411964e-05
donald_trump,39,130031,32000,-11.043175,0.35717645,2.6916156,22.276629337152414,-0.0030612230475185885
donald_trump,4,99938,32000,-11.214429,0.32787997,2.5162227,21.706452691285683,-0.00568527470107575
donald_trump,40,298329,32000,-11.534026,0.333582,1.841573,22.383632923695224,-0.0005622462832259472
donald_trump,5,294614,32000,-11.164498,0.34296662,1.8551093,21.85460737665534,0.006847796768817749
donald_trump,6,109226,32000,-11.652486,0.3357468,2.371264,21.470357463717622,-0.01451771091648044
donald_trump,7,125945,32000,-11.799594,0.36721495,1.4984752,22.053640115457053,-0.0014333609844801374
donald_trump,8,134118,32000,-11.43897,0.35036516,3.190374,22.225396136783974,0.003752203733127769
donald_trump,9,141177,32000,-11.872139,0.36032715,1.736395,21.861345188522545,-0.005174843125243012
kanye_west,1,371519,32000,-8.6365,0.35151252,4.3157167,20.87763203813824,-0.0006418697421963314
kanye_west,10,371519,32000,-8.630166,0.34163982,4.849175,21.370179371828726,-0.006072731315005766
kanye_west,11,371519,32000,-8.622874,0.32475072,4.352681,21.59408132191195,-0.00406837580183787
kanye_west,12,371519,32000,-5.5522265,0.3476783,6.018307,20.374591450229648,-0.006301743680721964
kanye_west,13,371519,32000,-8.629941,0.33662978,3.939026,21.11363640579112,-0.0029151007927508067
kanye_west,14,371519,32000,-8.846669,0.3459877,4.1478553,20.924501226121436,-0.0010355755997703644
kanye_west,15,371519,32000,-6.373974,0.3444551,5.016915,20.85176057469038,-0.007991561678116928
kanye_west,16,371519,32000,-6.6172295,0.35722527,4.7649736,20.42803335010188,-0.008424781057255186
kanye_west,17,371519,32000,-6.0136986,0.35703567,5.150681,20.56128717394371,0.0009219908035925348
kanye_west,18,371519,32000,-6.4464498,0.36983946,4.9231257,20.022990503705955,-0.016955314609899505
kanye_west,19,371519,32000,-8.307725,0.34112224,4.5460663,20.425722677320035,0.005434535370825717
kanye_west,2,371519,32000,-4.349489,0.338082,2.9122603,20.904771661087405,0.004046106093387184
kanye_west,20,371519,32000,-6.9076447,0.3447726,4.746102,20.291325050903225,-0.011186898616941485
kanye_west,21,371519,32000,-5.4665375,0.36074767,5.4914656,19.96558122084025,0.0004267007586586384
kanye_west,22,371519,32000,-4.8878555,0.34344715,6.20129,20.325553378030556,-0.0014641808121662178
kanye_west,23,371519,32000,-8.43128,0.34205887,4.9128284,21.40511343951378,0.00975692716742687
kanye_west,24,371519,32000,-8.326356,0.33284834,4.584244,21.213908321252994,-0.0032746731100210293
kanye_west,25,371519,32000,-8.659928,0.34353277,4.202455,21.26159696185811,0.005262780862957405
kanye_west,26,371519,32000,-8.379533,0.35403278,4.358173,21.054084576737225,-0.011848195198788039
kanye_west,27,371519,32000,-8.265985,0.35350037,4.5957484,20.823347676925096,0.0046115808470686016
kanye_west,28,371519,32000,-8.754072,0.34526756,4.356624,21.262264842271613,-0.003011107276069606
kanye_west,29,371519,32000,-6.5775547,0.3594095,5.103928,20.707580663206823,-0.0007473038182177552
kanye_west,3,371519,32000,-5.6481147,0.3581524,5.3605323,20.050088058919467,7.478709957908852e-05
kanye_west,30,371519,32000,-6.101973,0.34980673,5.613333,20.662139894025586,0.0069608640109129144
kanye_west,31,371519,32000,-8.530026,0.31285986,4.314875,21.29096076423935,0.026968541938864582
kanye_west,32,371519,32000,-8.352016,0.35065165,4.673263,21.008994892884676,-0.0020861894462101196
kanye_west,33,371519,32000,-5.8445606,0.35176098,5.350937,20.375047106571188,-0.001716425175606649
kanye_west,34,371519,32000,-8.263997,0.34132954,4.806525,21.12754109571665,-0.006417912479011772
kanye_west,35,371519,32000,-5.4110107,0.3434586,6.03638,20.349695113002532,-0.0018488449699163567
kanye_west,36,371519,32000,-6.2494893,0.32409337,6.0614467,21.056438838368777,0.0009724141579353669
kanye_west,37,371519,32000,-5.437694,0.35531172,5.5913334,20.14189566192743,-0.011973352109862322
kanye_west,38,371519,32000,-5.822622,0.34794202,5.8385377,20.311767031535616,-0.005416423134767345
kanye_west,39,371519,32000,-8.845408,0.35612664,3.3559966,20.657503768225254,-0.0028895651455120566
kanye_west,4,371519,32000,-7.196785,0.32764634,5.7580643,21.183894803149517,-0.0051969892546542785
kanye_west,40,371519,32000,-8.783091,0.3553746,4.0757174,20.94792878282794,-0.011165369101333368
kanye_west,5,371519,32000,-9.3159275,0.34897405,3.6515174,21.388285787546526,0.0004737872426536627
kanye_west,6,371519,32000,-9.3159275,0.34897405,3.6515174,21.388285787546526,0.0004737872426536627
kanye_west,7,371519,32000,-5.3487687,0.3708456,5.705637,19.906140511057018,-0.007214606416470362
kanye_west,8,371519,32000,-8.6432,0.3552131,4.0683284,20.821880702291548,-0.010939947999181366
kanye_west,9,371519,32000,-8.591275,0.3582658,3.6685138,20.428198086226363,0.004060016680991167
kendrick_lamar,1,371519,32000,-4.344304,0.30964413,2.1681166,19.61110016008853,0.04275600227633216
kendrick_lamar,10,371519,32000,-4.8741374,0.3009631,1.9562074,19.88811781585473,0.0643519686779602
kendrick_lamar,11,371519,32000,-4.1006308,0.31091747,2.1201086,19.337195149093432,0.04731847443278591
kendrick_lamar,12,371519,32000,-4.498526,0.29942492,2.2411695,20.010442755164572,0.04933221084886042
kendrick_lamar,13,371519,32000,-4.1957283,0.33397508,2.0845437,19.51753202358111,0.04758733852502556
kendrick_lamar,14,371519,32000,-4.347603,0.30806485,2.5091972,19.836622416412784,0.038413748888195036
kendrick_lamar,15,304274,32000,-4.649501,0.3155967,2.2213295,20.18216815487717,0.05466747810956313
kendrick_lamar,16,371519,32000,-5.1103606,0.31216908,2.096444,19.967682359674228,0.03833940426206462
kendrick_lamar,17,331766,32000,-4.647571,0.32803628,1.625012,19.365839502467377,0.03900442947566674
kendrick_lamar,18,371519,32000,-4.3492217,0.31484586,2.0812237,19.455299312878562,0.042788692927897054
kendrick_lamar,19,371519,32000,-4.570427,0.31183872,2.0218577,19.73070539093605,0.0378101900891748
kendrick_lamar,2,285698,32000,-4.815293,0.34441036,1.7989197,18.99993354729955,0.03471843431288834
kendrick_lamar,20,269351,32000,-4.231919,0.32532617,2.0429351,19.445664954887356,0.04891570196043346
kendrick_lamar,21,269351,32000,-4.231919,0.32532617,2.0429351,19.445664954887356,0.04891570196043346
kendrick_lamar,22,371519,32000,-4.762839,0.32908726,1.9873445,18.9591177106104,0.04180834638917504
kendrick_lamar,23,174985,32000,-4.801929,0.33198074,1.7553685,19.084817324150944,0.032477300563723666
kendrick_lamar,24,371519,32000,-4.2179008,0.32790202,2.1456196,19.207137916122996,0.03222413542835956
kendrick_lamar,25,170155,32000,-4.890497,0.30028075,2.060258,20.243553065879613,0.038695982845050915
kendrick_lamar,26,247431,32000,-4.9171906,0.31859142,2.1723032,19.638795250383037,0.03204642946744706
kendrick_lamar,27,192818,32000,-5.062219,0.32802936,1.9729522,19.704023482058503,0.05204644336653119
kendrick_lamar,28,371519,32000,-4.6896243,0.29472128,2.3160067,20.352881277715717,0.0472059859121753
kendrick_lamar,29,206564,32000,-5.055233,0.30665845,1.7558063,20.56084707538534,0.07293090071380846
kendrick_lamar,3,371519,32000,-4.763603,0.3079241,2.0602787,19.733716733289636,0.04056942375019709
kendrick_lamar,30,274552,32000,-5.337721,0.28613663,2.322111,20.9681750000657,0.03680894951327576
kendrick_lamar,31,325822,32000,-4.904347,0.31688708,1.9845655,20.317260642111513,0.04063715862947009
kendrick_lamar,32,371519,32000,-4.334643,0.3005544,2.1722214,20.01096918255199,0.045463269176011095
kendrick_lamar,33,371519,32000,-4.3675513,0.3090053,2.1491013,19.95228869437468,0.0403612573090151
kendrick_lamar,34,332509,32000,-4.428728,0.3009546,2.098875,20.312082558872703,0.05036122246702621
kendrick_lamar,35,333995,32000,-4.5831532,0.3060517,2.1128714,20.243729400836074,0.057401279731894114
kendrick_lamar,36,311704,32000,-4.952934,0.3269417,2.0376,19.447961588070754,0.030863551111610488
kendrick_lamar,37,187245,32000,-4.372546,0.34385386,2.0698571,19.676996702133533,0.04020001505888723
kendrick_lamar,38,364460,32000,-4.3930697,0.3090649,2.2233405,19.519226867007163,0.030832161611839763
kendrick_lamar,39,371519,32000,-4.4579034,0.33497167,1.9188184,18.90805756803875,0.04634980717014782
kendrick_lamar,4,371519,32000,-4.330731,0.28855383,2.5080233,20.027377970380282,0.014324228454417337
kendrick_lamar,40,371519,32000,-4.674119,0.3037486,2.151973,19.947403405727833,0.04789970439639263
kendrick_lamar,5,358516,32000,-4.5708222,0.29736644,2.3219373,20.466398485204568,0.05655368341369188
kendrick_lamar,6,356286,32000,-4.1976495,0.3313408,1.7286589,18.92493629929401,0.03352074953523711
kendrick_lamar,7,307246,32000,-4.5189037,0.31516385,2.0067558,19.588111904251576,0.030998147414030456
kendrick_lamar,8,312076,32000,-4.236326,0.28565148,2.099934,20.329344201355457,0.04624079600083903
kendrick_lamar,9,371519,32000,-4.774579,0.31453142,2.223266,19.693433752598313,0.02328441794586216
marge_simpson,1,199505,32000,-5.7356815,0.45639232,1.8557645,16.669715314185655,-0.001089008697399633
marge_simpson,10,277524,32000,-5.8030996,0.45488006,1.3988558,16.500667192987326,0.002309267093957105
marge_simpson,11,320992,32000,-5.945268,0.4541771,1.5797907,16.857922443303757,-0.003445694572660582
marge_simpson,12,200248,32000,-6.2599587,0.4050272,2.5513995,17.386542281277794,0.002635804160806164
marge_simpson,13,263778,32000,-5.96422,0.4082207,1.5160077,17.071221662245588,-0.002310621902977958
marge_simpson,14,290528,32000,-6.083552,0.43991625,1.4458493,16.954284258295598,-0.000537667839334299
marge_simpson,15,142663,32000,-5.483816,0.46634403,1.1331525,16.15871362948249,-0.00114282736328468
marge_simpson,16,268608,32000,-5.937172,0.4293018,1.7016824,16.871391742395765,0.001184496242555763
marge_simpson,17,271952,32000,-6.0231223,0.43731955,1.2914016,16.611135205856108,-0.0026032339906184483
marge_simpson,18,283840,32000,-5.9670568,0.4355847,1.3841517,16.704976166113237,0.007683026645493437
marge_simpson,19,287927,32000,-5.9349847,0.46513262,1.4423244,16.374500829980573,-0.003971774400132221
marge_simpson,2,203221,32000,-5.903083,0.44113767,1.6934634,16.47001177808238,-0.0017671934177362206
marge_simpson,20,258205,32000,-8.883742,0.42412016,0.72961336,21.693754188586553,-0.0002902586178954299
marge_simpson,21,371519,32000,-5.6525435,0.42396602,1.8081633,16.839912875955832,-0.0002327661713384679
marge_simpson,22,341426,32000,-5.819967,0.4276691,1.5970442,16.79359322451957,-0.0035803223729191113
marge_simpson,23,254119,32000,-5.4528556,0.4459202,1.9204539,16.744052358337633,-0.002494095451087315
marge_simpson,24,334367,32000,-5.8713837,0.44013587,1.5803443,16.674859874398447,0.0007903384286856539
marge_simpson,25,326193,32000,-5.661516,0.421613,1.4389125,16.58175246455379,-0.0021521227129937454
marge_simpson,26,314676,32000,-6.077726,0.44637826,1.4728847,16.738574317224284,0.005221100382346717
marge_simpson,27,231456,32000,-6.2060986,0.4610514,1.4366137,17.064339188262093,-0.002428689366444378
marge_simpson,28,186131,32000,-5.435737,0.4330393,1.4906098,16.497243200597307,0.010387791315738509
marge_simpson,29,303902,32000,-5.5641456,0.44506305,1.3417587,16.39114918346733,-0.0018040827578132044
marge_simpson,3,113684,32000,-5.553775,0.49708775,1.5888873,16.18297249298269,-0.007524267478708985
marge_simpson,30,371519,32000,-5.924607,0.42247292,1.607098,16.81689768960985,0.00182870693505328
marge_simpson,31,340311,32000,-5.9370146,0.43601355,1.593453,16.807868795194985,0.009749658437089808
marge_simpson,32,165697,32000,-5.5385003,0.45581722,1.9309936,16.529644526870378,0.00018487377309368293
marge_simpson,33,255976,32000,-5.759272,0.47030315,1.3571053,16.547446893743036,-0.007262278253518294
marge_simpson,34,365203,32000,-6.2424927,0.42035323,1.298067,17.09696316634604,-0.0008459690434199994
marge_simpson,35,324707,32000,-5.6113324,0.4550847,1.5548809,16.762263121313865,-0.005598162325913298
marge_simpson,36,371519,32000,-5.6654053,0.41212568,1.757796,16.878752261046976,-0.000654078654535214
marge_simpson,37,261178,32000,-5.624352,0.4475323,1.6085211,16.643130367616642,-0.0015742566863649503
marge_simpson,38,371519,32000,-6.2561107,0.4315788,1.7925816,17.395594950691986,0.007886675478950283
marge_simpson,39,368547,32000,-5.4899855,0.45470935,1.6618211,16.683691363136283,0.0037546677412534156
marge_simpson,4,165326,32000,-5.748462,0.3928505,2.1965866,17.09701581485028,-0.0011273851198904516
marge_simpson,40,128545,32000,-5.4814487,0.41516936,1.7582594,16.622247368571223,-4.153073176450769e-05
marge_simpson,5,193190,32000,-5.9065976,0.4210248,1.9917772,16.934813273198934,0.000496650000436813
marge_simpson,6,302045,32000,-5.66514,0.4359766,1.5569162,16.888497695347404,-0.0005478598484534863
marge_simpson,7,111084,32000,-5.8287115,0.50831544,1.5426124,16.545851234644452,-0.007900910745543388
marge_simpson,8,244459,32000,-5.7056894,0.45787194,1.3239214,16.653538183707557,-0.001806967102107456
marge_simpson,9,301302,32000,-5.6564417,0.42987582,1.731028,16.826482121396822,-0.0026884903999789683
morgan_freeman,1,371519,32000,-5.7034025,0.4190756,1.4046304,20.58487712846236,-0.006366172848536185
morgan_freeman,10,371519,32000,-5.428224,0.42817116,1.6863883,20.339649804638213,-0.0016028203997634474
morgan_freeman,11,371519,32000,-5.616359,0.41948125,1.7387044,20.17999971268778,-0.0006034265138130996
morgan_freeman,12,371519,32000,-4.7915926,0.43825573,1.338228,20.94464660151653,0.0002939330142137875
morgan_freeman,13,371519,32000,-5.759472,0.42404044,1.5497417,20.839827813163044,-0.0006372216228091286
morgan_freeman,14,371519,32000,-5.3328905,0.42791402,1.4523362,20.643587415611364,-0.0005770525771070832
morgan_freeman,15,371519,32000,-5.519024,0.422419,1.732702,20.539266333784333,-0.0032667146590467096
morgan_freeman,16,371519,32000,-5.5958037,0.42368987,1.5251318,20.93126929699864,-0.0024646041017258257
morgan_freeman,17,371519,32000,-5.9552617,0.42255497,1.3056029,20.95969841229968,-0.008251296038716698
morgan_freeman,18,371519,32000,-6.0110703,0.41898704,1.4037907,21.07881340613832,-0.0015984625964040006
morgan_freeman,19,371519,32000,-4.9748926,0.41935265,1.9118521,21.36220654204973,0.0041852954151419056
morgan_freeman,2,371519,32000,-5.3368483,0.42865437,1.6248308,20.865104585808165,-0.0018392264004958754
morgan_freeman,20,371519,32000,-5.7559943,0.4118861,1.1655518,21.274402109328072,-0.0007306545876507887
morgan_freeman,21,371519,32000,-6.492193,0.41925132,1.4633416,21.154199880364054,-0.0016630397250239372
morgan_freeman,22,371519,32000,-6.057912,0.42142802,1.5290622,20.971769020681215,-0.0008157323949177052
morgan_freeman,23,371519,32000,-5.0981464,0.42619607,2.026514,21.63184170302406,0.0009886608624134858
morgan_freeman,24,371519,32000,-5.7727404,0.41272962,1.2093512,21.083461347647532,-0.0034161161331269416
morgan_freeman,25,371519,32000,-6.2249627,0.428695,1.1577373,20.7520654054238,-0.0008352223794519832
morgan_freeman,26,371519,32000,-5.6643667,0.42046115,0.9676285,20.933641142201132,-0.00025872227011479687
morgan_freeman,27,371519,32000,-5.718999,0.40877545,1.9122118,20.934007539845698,-0.0009536578981011609
morgan_freeman,28,371519,32000,-5.460169,0.417287,1.3679793,21.335122272720803,-0.004984413626646934
morgan_freeman,29,371519,32000,-4.8807387,0.41612044,1.7062889,20.766385847817613,-0.004923058833062056
morgan_freeman,3,371519,32000,-5.613138,0.42649603,1.9256343,20.360864133171642,-0.002194840977008795
morgan_freeman,30,371519,32000,-5.3517437,0.41171113,1.5738026,21.110731023797857,-0.0017132920463408974
morgan_freeman,31,371519,32000,-5.2285085,0.4258166,2.2080548,20.99265586219943,-0.003450462381703762
morgan_freeman,32,371519,32000,-5.2529497,0.42491525,1.3681731,21.48725867048918,0.000798138905208525
morgan_freeman,33,371519,32000,-5.0463057,0.41715088,1.8321079,20.85333022090872,0.004359722776166803
morgan_freeman,34,371519,32000,-4.92798,0.42417198,1.7739683,20.86206581199154,-0.001243036765062893
morgan_freeman,35,371519,32000,-5.7629685,0.41787425,1.4605373,20.283145264532997,-0.0012966424451203024
morgan_freeman,36,371519,32000,-5.111689,0.41946298,2.1224787,20.978862320226757,-0.001631277881678487
morgan_freeman,37,371519,32000,-5.9860964,0.42512652,1.5991613,20.442395441259947,0.0005519369891149766
morgan_freeman,38,371519,32000,-5.4450526,0.42767888,2.256158,20.647894836842223,-0.003199338389296677
morgan_freeman,39,371519,32000,-5.260848,0.40638247,1.9778167,21.21051384803387,0.0027149279512115407
morgan_freeman,4,371519,32000,-5.6545177,0.426754,1.7123388,20.730151721603885,0.0026476330290285395
morgan_freeman,40,371519,32000,-4.978979,0.4232875,1.9457152,20.573038168088818,0.00501471779877079
morgan_freeman,5,371519,32000,-5.0850334,0.42500418,1.3853052,20.76669490188636,0.0018826899510839133
morgan_freeman,6,371519,32000,-5.4900556,0.42811194,1.4098488,21.048242485039616,0.0002503534347897402
morgan_freeman,7,371519,32000,-5.72637,0.42976877,1.8769832,20.69447186393854,0.0059347582911765916
morgan_freeman,8,371519,32000,-6.2057724,0.42538083,1.2592075,20.837169382942985,-0.008873403885456278
morgan_freeman,9,371519,32000,-5.8944564,0.437533,1.310343,20.480236755574605,-0.005485578700371928
spongebob,1,371519,32000,-9.80826,0.34383804,0.60620636,19.931519170326585,0.025856522603340804
spongebob,10,371519,32000,-10.891914,0.4778471,0.2277235,17.825329506044714,0.004852496316331508
spongebob,11,371519,32000,-11.21728,0.45144594,0.21547017,18.08607632132289,0.001351227830830148
spongebob,12,371519,32000,-11.21728,0.45144594,0.21547017,18.08607632132289,0.001351227830830148
spongebob,13,371519,32000,-9.728041,0.46246755,0.20056817,19.04468411072059,-0.0010515677643056188
spongebob,14,371519,32000,-9.862653,0.33092734,0.6292499,20.391364609693294,0.015416055651790569
spongebob,15,371519,32000,-10.03281,0.4399409,0.31103632,19.34530997317177,0.0020338751543934833
spongebob,16,371519,32000,-10.171364,0.428039,0.2172696,19.049691922448584,0.0028936407554812056
spongebob,17,371519,32000,-10.260096,0.2973199,0.6089859,21.213022385686422,-0.008025771235354423
spongebob,18,371519,32000,-10.052688,0.30622113,0.6103232,20.93538006476897,0.008958967765878498
spongebob,19,371519,32000,-9.8972435,0.39834425,0.37468213,19.668615386835402,-0.00012009850863024991
spongebob,2,371519,32000,-10.323585,0.3392774,0.4352985,20.968073235056423,-0.004619449459441539
spongebob,20,371519,32000,-9.958412,0.33584505,0.52941155,20.43286489216588,-0.007223112412801646
spongebob,21,371519,32000,-10.062513,0.40821075,0.3365191,19.656351991492105,0.014696278110187764
spongebob,22,371519,32000,-10.27703,0.31284225,0.5202942,20.56487996363743,0.00594953525140381
spongebob,23,371519,32000,-9.841992,0.3655635,0.5094149,20.131592474281142,0.005159299340818669
spongebob,24,371519,32000,-10.742437,0.49581778,0.13056737,17.911693031888177,-0.013543666451925462
spongebob,25,371519,32000,-9.875992,0.35624644,0.39202,20.441866429715272,0.0046641038198895896
spongebob,26,371519,32000,-10.394757,0.4224743,0.24372952,19.582826696540703,-0.008815367243372728
spongebob,27,371519,32000,-10.342521,0.37264007,0.4211253,20.298227888900023,0.00376930421558157
spongebob,28,371519,32000,-9.89665,0.30874047,0.6613623,20.86696153252733,-0.003359088160439777
spongebob,29,371519,32000,-10.035255,0.32782802,0.51865375,20.60496961645778,0.02945140754519261
spongebob,3,371519,32000,-9.6254225,0.344929,0.6164645,20.07077019311103,0.0055628815403003925
spongebob,30,371519,32000,-9.88466,0.35074893,0.5527132,20.203136451204188,0.01714993206746318
spongebob,31,371519,32000,-9.980319,0.346679,0.5229513,20.25386177591381,0.0039030306230353135
spongebob,32,371519,32000,-9.9104,0.33643743,0.6265258,20.207460062836148,0.008184793197493913
spongebob,33,371519,32000,-10.045332,0.3178224,0.6098105,20.972764191888416,0.028197116284686206
spongebob,34,371519,32000,-10.045332,0.3178224,0.6098105,20.972764191888416,0.028197116284686206
spongebob,35,371519,32000,-10.086811,0.39003602,0.35260263,20.31891771080698,-0.0056475825938199385
spongebob,36,371519,32000,-9.920866,0.3459126,0.53105706,20.170815496952724,-0.003742801335973356
spongebob,37,371519,32000,-10.106406,0.40441984,0.31824118,19.73505429572285,-0.00284563649238856
spongebob,38,371519,32000,-9.800715,0.41994098,0.3167355,19.25635296462402,-0.010978247812302253
spongebob,39,371519,32000,-9.692125,0.3973977,0.37807155,19.50627407276996,-0.0009202506609792073
spongebob,4,371519,32000,-10.138781,0.40095803,0.3973377,19.714791867703777,0.007481884792249609
